SiduriMakorPitzul,MbNifkadGalKodem,Siduri,wave,s_seker,MishkalMb,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,m_SetachMigrashBayitprati,ShuviDira,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,AimMekura1,AlutBniya1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,Kivun1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,1,5881,3,2015,302.3242865,0,0,0,0,0,0,0,30000,0,0,0,1,0,1,1,0,,,,,,3000,,,,,,,,,,,,,,,,,,2,1,1,2,,,,3,2,2,,,1,1,,0,2,2,1,1,,,4,1,2,,,,,,,,,,,,,,,,45,1,,,,8,2,1,2,,1,2,,,,,,,,0,306000
,1,5882,3,2015,432.9434777,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,3400,,,,,,,,,,,,,,,,,,2,99999998,3,2,2,,,3,3,3,,,,2,,1,2,2,3,3,,,3,2,1,3,4,,4,,,,,,,,,,,,80,3,,,,4,2,1,2,,1,2,,,,,,,,0,130142
,2,5883,3,2015,52.60741932,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,2,,,1,3,2,1,,3,1,4,6,0,2,2,2,3,,,3,1,1,,,,,99999998,1,1,1,2,2,2,1,3,,,180,2,6,,1,6,1,1,2,,1,2,,,,,,,,0,53000
,2,5884,3,2015,32.99710086,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,99999998,,,,,2,,2,2,2,2,1,2,2,2,2,2,2,1,1,3,3,2,,,2,3,3,1,,3,,2,5,0,2,2,2,3,,,3,2,2,,,,,2,1,2,1,2,2,2,2,2,3,,155,1,9,99999998,2,6,1,1,1,,1,2,,,,,,,,0,84200
,1,5886,3,2015,437.616064,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,2000000,2013,1,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,500,,3,5,99999998,1,,1,4,,0,2,1,2,2,,99999999,3,1,1,,,3,,,,,,,,,,1,,,160,3,7,,,5,1,1,1,1,1,1,,2,2,2,1,2,2,0,245450
,1,5889,3,2015,763.5695886,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,99999998,2,4,2,,,99999998,99999998,99999998,99999998,,99999998,,0,99999998,0,99999998,99999998,3,3,,,,99999998,99999998,,,,,2,1,2,1,2,2,2,2,,,,99999998,1,99999998,,2,5,3,1,,,1,2,,,,,,,,1333.166667,104453.3056
,2,5890,3,2015,223.4890371,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,,,,,1,,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,,,2,3,3,3,,1,,1,1,0,2,2,2,2,,,4,2,2,1,3,,1,2,1,2,2,2,1,2,2,,,,120,2,9,,2,4,3,1,2,,1,2,,,,,,,,13368,121368
,1,5891,3,2015,276.5054183,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2,,,3,1,1,,,,1,,0,2,2,5,2,,,4,2,2,,,,,,,,,,,,,,,,8,1,,,,99999998,4,1,3,,1,2,,,,,,,,0,98000
,1,5896,3,2015,682.1107696,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,3500,,,,,,,,,,,,,,,,,,2,3,2,1,2,,,3,4,4,,,,1,,1,1,2,4,3,,,4,,2,4,4,,99999998,,,,,,,,,,,,75,2,,,,4,2,1,2,,1,2,,,,,,,,4480.75,168527.9091
,1,5898,3,2015,878.1100794,0,0,6000,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2600,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,3,2,2,,,,1,,0,1,2,1,3,,,4,2,2,1,3,,1,,,,,,,,,,,,50,3,,,,4,2,1,1,,1,2,,,,,,,,0,150000
,1,5903,3,2015,672.1160592,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,4600,,,,,,,,,,,,,,,,,,2,4,4,2,2,,,3,3,3,,,,1,,1,2,2,99999998,1,,,4,2,1,4,6,,4,,,,,,,,,,,,85,4,,,,4,2,1,2,,1,2,,,,,,,,7625.416667,324313.3833
,1,5904,3,2015,469.2497744,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,99999998,1997,11,,,,,,1,,,,,,,,,,,,,1,1,99999998,99999999,2,2,,,3,5,5,,,1,3,,1,2,2,99999998,3,,99999998,1,1,1,3,9,2,2,,,,,,,,,1,,,130,5,7,,,4,1,1,3,,1,2,,2,2,,,,,1406.666667,69974.66667
,2,5905,3,2015,210.2037533,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,,,,,,1700,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,,3,4,3,,4,,2,99999998,0,1,2,3,4,,,3,2,1,1,2,,1,99999998,1,2,1,2,2,2,2,,,,130,1,99999998,,,4,2,2,2,,1,2,,,,,,,,5166.166667,46339.16667
,1,5906,3,2015,158.5208156,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,2000,,,,,,,,,,,,,,,,,,2,4,3,2,1,99999998,,3,1,1,1,,,1,,0,2,2,3,3,,,3,2,2,,,,,,,,,,,,,,,,80,3,,,,5,2,,2,,2,2,,,,,,,,35962,35962
,1,5907,3,2015,310.8269357,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,650,3500000,,,,,,,,2,,,,,,,,,,,,,1,2,2,2,1,,,,3,5,5,,,2,3,,0,2,1,2,2,,,4,1,1,,,,,,,,,,,,,,,,167,4,,,,8,1,1,1,,1,2,,,,,,,,0,604450
,1,5908,3,2015,177.5430114,0,0,0,5000,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,3100,,,,,,,,,,,,,,,,,,2,3,4,2,2,,,3,4,4,,,,2,,1,2,2,4,4,,,3,2,1,2,4,,2,,,,,,,,,,,,110,3,,,,4,2,,3,,2,2,,,,,,,,0,20036
,1,5909,3,2015,231.0473214,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,3800,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,2,2,,,,1,,0,2,2,3,2,,,2,2,2,2,3,,4,,,,,,,,,,,,60,5,,,,4,2,,2,,2,2,,,,,,,,0,180000
,1,5911,3,2015,431.7153949,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,2,,,,,,5000,,,,2,,2,1,2,2,1,2,2,2,2,2,2,1,2,4,5,2,,,,3,5,5,,4,,2,6,0,1,1,99999998,2,,,4,2,2,,,,,2,1,1,1,2,2,2,2,,,,125,4,99999998,,,8,2,2,1,,1,2,,,,,,,,52123.5,254058.2292
,1,5915,3,2015,424.9669566,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,,,,,2,,,,,,,,,,,,,1,1,3,2,1,2,,,3,2,1,,,,1,,0,2,2,2,4,,,4,,1,,,,,,,,,,,,,,,,100,3,,,,5,3,2,2,,1,2,,,,,,,,0,116000
,1,5916,3,2015,309.6063454,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,3,3,3,,,,1,,0,2,1,99999998,3,,,4,2,1,2,4,,2,,,,,,,,,,,,80,5,,,,4,3,1,2,,1,2,,,,,,,,11182.5,46896.5
,1,5917,3,2015,286.5128314,8808,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2800,,,,,,,,,,,,,,,,,,2,4,3,2,,,,3,3,3,,,,1,,0,2,2,3,3,,,4,2,2,4,4,,2,,,,,,,,,,,,40,3,,,,4,2,,,,2,2,,,,,,,,23892.16667,54300.16667
,2,5918,3,2015,489.1718053,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,99999998,99999998,,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,,2,3,5,2,,3,,3,2,0,2,2,99999998,3,,99999998,4,2,1,,,1,,2,2,2,2,2,2,2,2,1,,,300,5,99999998,,2,5,1,3,2,2,1,1,,,,2,1,2,2,0,0
,2,5919,3,2015,457.4365473,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,3550,,,,2,,2,2,2,2,1,1,2,2,2,2,1,1,2,3,3,2,,,,3,4,4,,3,,2,5,0,2,2,99999998,3,,,3,2,2,3,3,,4,99999998,1,1,1,2,2,1,2,,,,80,1,99999998,,,4,2,1,1,,1,2,,,,,,,,0,103473.4601
,2,5920,3,2015,1997.238413,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,,99999999,2009,1,,,,,,2,,2,1,2,2,1,1,2,2,2,2,1,1,1,3,3,2,,,2,3,4,4,,2,1,1,7,1,2,2,2,5,,99999999,1,1,2,4,7,1,4,99999998,1,1,1,2,1,1,1,1,,,90,4,99999998,,2,4,1,1,2,,1,2,,,,,,,,1406.666667,107454.6667
,2,5921,3,2015,572.7367991,0,0,0,0,0,0,0,0,1000,0,0,1,0,1,0,1,,1300000,1999,8,,,1,,,,,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,3,3,3,,2,,1,1,0,2,2,3,3,,800000,1,2,2,2,4,1,2,99999998,2,2,1,2,2,2,2,1,,,70,2,99999998,,1,4,1,1,2,1,1,1,,,,2,1,2,2,8400,429400
,2,5922,3,2015,711.8658743,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,630000,1973,10,,,2,,,,,2,2,2,99999998,1,2,2,2,99999998,2,99999998,2,2,3,3,2,,,2,3,3,3,,2,,1,6,1,1,1,5,3,,80000,1,2,2,3,4,2,5,99999998,2,1,1,2,2,2,2,1,,,80,1,5,,1,4,1,1,3,,1,2,,,,,,,,55128,121080
,2,5923,3,2015,992.8914773,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,2,,,,,,,,22116,22116
,2,5924,3,2015,388.6948372,0,0,0,0,0,0,0,0,0,42000,0,1,0,1,0,1,,,,,,99999998,,,,1,,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,,,,3,4,2,,3,1,2,8,1,2,2,3,3,,,3,1,1,3,6,,3,2,1,2,1,2,2,2,2,,,,112,4,6,,,4,2,,2,,2,2,,,,,,,,31380,73380
,2,5925,3,2015,1029.63877,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2,5926,3,2015,654.3615656,0,0,0,0,0,0,0,0,0,84000,0,2,0,2,1,1,1500,,,,99999998,,,,,2,,2,2,2,2,2,2,2,2,1,2,2,1,2,4,4,2,,,2,3,5,5,,3,,2,5,0,2,1,99999998,3,,,4,2,1,,,,,1,1,2,1,2,2,2,2,2,3,,140,3,5,99999998,2,8,1,1,2,,1,2,,,,,,,,49434,133434
,2,5927,3,2015,874.8938728,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,99999998,99999998,99999999,,,,,,,2,,2,2,2,2,1,2,2,2,2,2,2,1,2,4,4,2,,,2,3,5,5,,3,1,1,7,0,2,2,3,4,,99999999,,1,2,,,1,,2,2,1,1,2,2,2,2,1,,99999998,99999998,2,99999998,,2,7,1,,2,,2,2,,,,,,,,0,0
,2,5928,3,2015,408.4053658,0,0,0,0,0,0,0,0,0,84000,0,3,1,2,1,1,480,7500000,,,1,,,,,,99999999,2,2,1,2,2,1,2,2,2,2,2,2,1,3,3,2,,,1,2,5,5,,4,2,3,5,0,2,2,2,3,99999999,,4,1,1,,,,,2,1,2,1,2,2,2,2,2,1,,253,5,5,1982,1,8,1,1,2,3,1,1,,,,2,1,2,1,1720.833333,322653.8333
,2,5929,3,2015,1799.761968,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,1971,99999998,,,7,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,,2,3,3,3,,3,,2,5,0,2,2,3,3,,54000,4,2,1,2,3,2,3,2,2,2,1,2,2,2,2,1,,,75,5,4,,2,4,1,,2,,2,2,,,,,,,,0,120000
,2,5930,3,2015,816.4703334,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,,,,,,4000,,,,1,,2,2,2,2,1,1,2,2,2,2,2,1,2,4,5,2,,,,3,4,4,,3,,2,3,1,2,2,2,5,,,4,2,2,2,4,,2,99999998,1,1,1,2,2,2,2,,,,90,5,99999998,,,4,2,,2,,2,2,,,,,,,,33580.91667,33580.91667
,2,5931,3,2015,704.2631819,24000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,2,1,2,2,1,1,1,1,2,2,1,2,2,4,5,1,2,,2,3,3,3,,2,,1,4,0,2,2,99999998,4,,,4,,2,3,6,,2,2,1,2,1,1,2,2,1,,,,56,1,2,,2,4,3,,2,,2,2,,,,,,,,24118.5,48118.5
,2,5932,3,2015,886.1213277,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,2,,99999998,1996,99999998,,,2,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,,,2,3,5,4,,3,,2,5,0,2,2,3,3,,520000,4,2,1,,,1,,2,2,2,1,2,2,2,2,1,,,140,3,5,,2,6,1,2,1,,1,2,,,,,,,,0,0
,2,5933,3,2015,1372.037303,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,1,,1,2,1,1,1,1,1,2,2,1,1,1,1,99999998,5,2,,,99999998,3,4,4,,3,1,2,6,1,2,2,99999998,3,,,,1,1,2,5,,2,2,1,2,1,2,2,1,2,,,,99999998,5,7,,1,4,3,1,1,,1,2,,,,,,,,12555.83333,12555.83333
,2,5934,3,2015,863.0254663,28800,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,,900000,1979,8,,,1,,,,,2,2,1,1,1,1,2,2,1,1,99999998,2,2,4,3,2,,,2,2,4,4,,3,,1,5,0,2,2,5,5,,120000,3,2,2,3,4,3,4,2,1,1,2,2,2,2,2,1,,,83,3,5,,2,4,1,,3,,2,2,,,,,,,,29203.33333,142003.3333
,2,5935,3,2015,1501.16161,0,0,0,25200,0,32400,0,0,0,0,0,3,1,2,1,1,,1500000,2013,5,,,1,,,,,2,2,1,1,2,2,2,2,2,2,2,2,2,4,5,2,,,2,3,3,2,,3,,1,1,0,2,2,4,4,,800000,3,2,2,3,3,1,2,2,2,2,2,2,2,2,2,1,,,41,4,99999998,,1,4,1,1,2,,1,2,,,,,,,,4238.666667,61838.66667
,2,5936,3,2015,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,99999998,,,,,,2,2,2,2,1,2,2,2,1,2,2,2,2,4,5,2,,,,3,2,2,,2,,1,99999998,0,2,2,4,4,,,,2,2,99999998,99999998,,1,2,1,2,1,2,2,2,2,,,,99999998,1,99999998,,,4,2,,3,,2,2,,,,,,,,0,48000
,2,5937,3,2015,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,,2,1,5,4,,2,1,2,99999998,0,2,2,3,3,,,,1,2,3,4,,2,2,2,2,1,2,2,2,2,,,,99999998,2,99999998,,2,4,3,1,2,,1,2,,,,,,,,2716.333333,2716.333333
,2,5938,3,2015,417.3034204,60000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,1,,2,1,2,2,1,1,2,2,2,2,2,1,2,3,3,2,,,2,3,5,5,,3,1,3,5,1,2,2,3,3,,,,1,1,3,4,,2,2,1,1,1,2,2,2,2,,,,99999998,2,6,,1,4,3,,2,2,2,1,,,,2,1,1,2,29451,89451
,2,5939,3,2015,827.86972,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,99999998,1992,99999998,,,2,,,,,2,2,2,1,1,1,2,2,1,1,1,2,2,4,3,2,,,2,3,5,3,,3,,0,1,1,2,2,3,4,,70000,4,2,1,2,4,99999998,2,1,1,1,1,1,2,2,2,1,,,100,5,7,,2,4,1,,2,,2,2,,,,,,,,0,0
,2,5940,3,2015,676.0262385,24000,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,5000,,,,1,,2,2,2,2,2,2,2,2,2,2,99999998,1,1,4,3,2,,,,3,5,5,,1,2,2,7,2,2,1,3,3,,,4,1,2,5,99999998,,99999998,99999998,1,1,2,2,2,2,1,,,,150,5,99999998,,,4,2,1,1,,1,2,,,,,,,,20653,128361
,2,5941,3,2015,799.3600445,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,750000,2014,7,,,1,,,,,2,2,99999998,99999998,1,2,2,1,2,99999998,99999998,2,2,4,5,2,,,2,3,3,3,,3,,1,4,0,2,2,99999998,5,,830000,1,2,2,4,3,1,2,2,1,1,1,2,2,2,2,1,,,55,2,1,,2,4,1,,3,,2,2,,,,,,,,16431.5,23131.5
,2,5942,3,2015,629.3884769,6168,0,0,0,0,4800,0,0,0,0,0,1,0,1,0,1,,,,,,170,,,,,,2,2,99999998,1,2,1,2,2,2,2,2,2,2,3,3,2,,,,3,3,3,,2,1,1,5,0,2,2,3,4,,,2,1,1,3,3,,4,2,1,2,1,2,2,2,2,,,,74,3,4,,,4,2,,2,,2,2,,,,,,,,25617,36585
,2,5943,3,2015,239.5508829,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,,,,,,3400,,,,,,2,1,2,2,1,1,2,2,2,2,2,2,2,4,5,2,,,,3,3,3,,3,1,1,4,1,2,2,2,4,,,,1,1,3,4,,3,2,2,2,1,2,2,1,2,,,,99999998,5,5,,,4,2,,2,,2,2,,,,,,,,61238.83333,186038.8333
,2,5944,3,2015,456.5983016,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,1,2,,1,3,3,3,,3,,1,6,0,2,2,99999998,5,,,4,,2,1,3,,2,1,2,2,1,2,2,2,2,,,,130,3,4,,1,4,3,,2,,2,2,,,,,,,,32381,32381
,2,5945,3,2015,260.4186263,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,,,,,3,3,,,,2,,0,2,2,2,5,,,3,2,1,1,2,,1,,,,,,,,,,,,200,6,,,,4,1,,3,,2,2,,,,,,,,0,0
,2,5946,3,2015,82.36881544,0,60000,0,0,0,0,0,0,0,60000,0,3,0,3,2,1,,,,,99999998,,,,,,,2,2,2,99999998,1,2,1,2,99999998,1,99999998,2,2,99999998,2,2,,,2,3,3,3,,2,,2,5,0,1,2,99999998,3,,,3,2,2,2,5,,2,99999998,1,2,1,2,2,2,2,2,3,,130,4,9,2006,2,4,1,3,1,,1,2,,,,,,,,0,312200
,2,5947,3,2015,1008.623591,0,0,0,0,0,0,0,0,0,0,0,8,3,5,4,1,,1600000,1985,99999998,,,,,,,,2,1,2,2,1,2,2,2,2,1,1,2,2,4,5,2,,,2,1,4,4,,3,1,2,7,0,2,2,4,4,,99999998,1,1,1,2,5,2,3,2,1,2,1,2,2,2,2,1,,,80,5,6,,2,4,1,,2,,2,2,,,,,,,,4355.666667,248554.6667
,2,5948,3,2015,640.9975858,0,0,0,0,0,20000,0,5000,0,0,0,4,2,2,1,1,,,,,,,,,,1,,2,2,1,2,1,1,2,2,2,2,2,1,1,4,3,1,,,1,3,5,5,,4,,3,5,0,1,1,4,3,,,4,,1,,,,,2,2,2,1,2,2,2,2,,,,400,5,6,,1,8,3,1,2,,1,2,,,,,,,,19415.83333,269415.8333
,2,5949,3,2015,447.2801715,0,0,0,0,0,1000,0,0,0,0,0,2,0,2,1,1,,,,,,4000,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,,3,3,2,,4,,2,4,0,2,2,3,3,,,,2,2,,,,,2,2,2,1,2,2,2,2,,,,99999998,3,99999998,,,8,2,1,2,,1,2,,,,,,,,0,84000
,2,5950,3,2015,667.2437556,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,2000,,,,,,,,,,,,,,,,,,,4,5,2,,,,,1,1,,,,,,,,,99999998,3,,,,,,1,2,,2,,,,,,,,,,,,,2,,,,4,2,,,,2,2,,,,,,,,1565,49565
,2,5951,3,2015,769.6566736,0,0,0,0,0,0,0,0,0,96000,0,5,1,4,2,2,300,8000000,2013,99999998,,,2,,,1,,2,2,2,2,2,2,2,2,2,2,99999998,1,1,1,1,2,,,1,3,5,5,,3,1,6,4,0,1,2,3,3,,1000000,4,1,1,,,1,,2,2,2,2,2,2,2,2,1,,,400,3,8,,1,8,1,2,1,2,1,1,,,,2,1,2,2,1338.333333,554538.3333
,2,5952,3,2015,340.5802078,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,3000,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,,,,1,4,4,,99999998,1,4,99999998,0,2,1,99999998,3,,,4,1,1,,,,,2,2,2,1,2,2,2,2,,,,100,3,99999998,,,8,2,2,2,,1,2,,,,,,,,0,88800
,2,5953,3,2015,441.0388544,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,2,,,,,99999998,,,,,,,2,2,1,2,1,2,2,2,1,2,1,2,2,4,5,2,,,2,3,3,3,,1,,1,1,0,2,2,4,4,,,4,2,2,1,2,,1,2,1,2,2,2,2,2,2,2,3,,120,2,7,1997,2,4,1,,3,,2,2,,,,,,,,1160.25,19160.25
,2,5954,3,2015,405.4961311,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,1,1,,,,,,,,,99999998,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,1,2,,,,,,,,0,0
,2,5955,3,2015,1484.046643,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,,,,,,3800,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,2,,,,3,3,2,,2,1,1,6,0,2,2,3,5,,,,1,2,,,,,2,2,2,1,2,2,2,2,,,,99999998,1,99999998,,,8,2,,2,,2,2,,,,,,,,40476,40476
,2,5956,3,2015,565.5802986,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,99999998,2,2,3,3,2,,,2,3,2,2,,3,,1,4,0,2,2,99999998,3,,,4,2,2,,,,,2,1,2,2,2,99999998,2,2,,,,50,5,99999998,,2,6,3,,2,,2,2,,,,,,,,37427.33333,55970.33333
,2,5957,3,2015,593.5799781,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,1964,6,,,7,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,1,3,3,3,,3,1,2,1,0,2,1,99999998,3,,12000,3,1,2,,,1,,2,1,2,1,2,2,2,2,1,,,118,2,2,,2,5,1,,1,,2,2,,,,,,,,26460,26460
,2,5958,3,2015,341.5901433,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,1994,5,,,,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,2,3,4,3,,2,,2,6,1,2,1,4,3,,99999998,3,2,1,3,3,1,4,2,1,2,1,2,2,1,2,1,,,100,5,4,,2,4,1,1,2,1,1,1,,,,2,1,2,2,0,168000
,2,5959,3,2015,538.1180485,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,1,,,,,,99999998,,,,,,1,2,2,2,1,2,2,2,2,1,1,2,2,99999998,4,2,,,,3,3,3,,3,,2,4,0,2,2,3,3,,,4,2,2,1,3,,1,1,2,1,2,1,2,2,2,,,,80,3,99999998,,,4,2,,2,,2,2,,,,,,,,97452.33333,97452.33333
,2,5960,3,2015,828.7238594,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,1300000,2007,10,,,,,,2,,2,1,2,1,1,2,2,2,2,2,2,1,2,3,5,2,,,2,3,4,4,,2,1,2,4,2,2,2,3,5,,99999998,1,1,1,4,9,1,4,2,1,2,1,2,2,2,2,1,,,98,2,7,,2,4,1,1,1,,1,2,,,,,,,,34137.16667,181737.1667
,1,5961,3,2015,445.7469196,0,0,0,0,0,0,0,0,0,0,0,8,5,3,1,2,,99999999,,,,,,,,,,,,,,,,,,,,,2,2,4,5,2,2,,,3,3,2,,,1,1,,0,2,2,5,5,,,4,1,2,1,2,,1,,,,,,,,,,,,120,3,,,,4,1,1,3,,1,2,,,,,,,,0,0
,2,5962,3,2015,572.7367991,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,3100,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,,,,3,3,2,,3,,1,4,0,2,2,3,3,,,4,2,2,3,4,,4,2,1,2,1,2,2,2,2,,,,70,2,99999998,,,4,2,,2,,2,2,,,,,,,,9738.333333,129738.3333
,2,5963,3,2015,931.8324385,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,2,,,,,,4500,,,,2,,2,2,1,2,2,2,2,2,2,2,1,1,2,4,3,2,,,,3,5,5,,2,1,2,6,2,2,2,3,3,,,4,1,1,4,8,,4,2,1,2,2,2,1,1,2,,,,115,4,9,,,4,2,2,2,,1,2,,,,,,,,9575,330400
,2,5964,3,2015,755.7591289,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,,,1,3,3,3,,3,1,1,3,0,2,2,99999998,5,,,4,1,2,,,,,2,1,1,1,2,1,2,2,,,,90,1,3,,1,8,3,,3,,2,2,,,,,,,,30739,30739
