Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,MisparKoma1,m_SetachMigrashBayitprati,M_ShuviDira,MbNifkadGalKodem,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,BaayaRech1,BaayaHaznacha1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1
6593,,5,2017,517.246529,0,0,0,0,0,36000,0,0,0,0,0,32763.16667,80763.16667,2,0,2,1,1,1,,,2,2,,,,,,2,,3,3,3,4,3,,,2,3400,,,4,3,1,2,2,,50,4,2,1,1,2,2,2,1,2,,0,2,,,,,2,3,5,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,99999998,,,,,,,,,,,,,,,,
6594,,5,2017,482.5314787,0,0,0,0,0,0,0,0,0,0,0,1800,97800,3,1,2,1,1,3,,,2,2,,,,,,1,1,5,3,3,4,5,,,2,4300,,,4,2,3,2,2,,65,4,3,2,2,2,2,2,1,2,,0,2,,,,,2,3,99999998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6595,,5,2017,594.9008182,0,0,0,0,0,28000,0,0,0,8400,0,5026,64275.04762,2,0,2,1,1,,,,2,2,,,,,,2,,5,99999998,3,99999998,3,,,2,3333.333333,,,2,2,2,1,1,,46,3,3,3,1,1,2,1,1,2,,0,,,1,2,99999998,3,3,3,3,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,,,,,,,,,,,,,,,,
6596,,5,2017,284.0619481,0,0,0,0,0,0,0,0,0,24000,0,6262,36662,3,1,2,1,1,4,,1000050,2,2,,,,,,2,,3,1,3,3,3,,,1,,,,4,4,4,4,2,,55,4,2,1,2,2,2,2,1,2,,0,2,,,,,2,3,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,99999998,1,1,2016,3,830000,1,,,,,,,,2,2,
6597,,5,2017,334.2699131,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,1,,,2,2,,,,,,2,,1,3,3,3,4,,,2,4800,,,4,4,8,4,2,,92,4,4,3,1,2,2,2,2,2,,2,2,,,,,2,2,5,3,2,2,1,1,1,99999998,1,2,2,2,1,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6598,,5,2017,999.0748955,0,0,0,0,0,0,0,0,0,0,0,6968.333333,130603.3333,3,1,2,1,1,,,,2,2,,,,,,1,1,3,3,3,3,3,,,2,3200,,,4,2,4,2,2,,99999998,,3,2,1,2,2,2,2,2,,0,2,,,,,2,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6599,,5,2017,926.0410248,0,0,0,0,0,0,0,0,0,18000,0,25232.5,189326.5,3,1,2,1,1,2,,,2,2,,,,,,1,1,5,3,3,3,3,,,2,4000,,,4,4,9,4,2,,60,4,3,2,2,2,2,2,2,2,,1,2,,,,,2,3,,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6600,,5,2017,508.4790922,0,0,0,0,0,24000,0,0,0,10800,0,0,34800,2,0,2,1,1,1,,,2,2,,,,,,1,1,5,3,3,3,4,,,2,3700,,,4,3,3,2,2,,45,,2,2,2,2,2,2,1,2,,0,1,1,,,,2,3,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6601,528,5,2017,368.9327499,0,0,0,0,0,0,0,0,0,0,0,0,42000,1,0,1,0,1,5,,,2,2,,,,,,2,,2,4,4,4,4,,,2,1750,,,4,2,10,4,1,,99999998,,5,4,2,2,2,2,2,1,3,1,,,2,,,3,3,99999998,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,,,,,,,,,,,,,,,,
6602,3641,5,2017,259.1295451,0,0,0,0,0,7000,0,0,0,0,0,8500,55500,1,0,1,0,1,2,,,2,2,,,,,,2,,2,4,4,4,3,,,2,1750,,,4,3,4,5,2,,99999998,,2,2,2,2,2,99999998,2,2,,0,1,2,,,,,,6,3,2,2,1,2,2,99999998,2,2,99999998,99999998,2,2,99999998,99999998,2,2,2,99999998,2,99999998,,,,,,,,,,,,,,,,
6603,1048,5,2017,253.2028688,0,0,0,0,0,0,0,0,0,0,0,450,450,3,1,2,1,1,,,,2,2,,,,,,2,,2,3,4,4,5,,,2,2835.9,,,4,2,2,1,2,,99999998,,3,2,2,2,2,2,1,2,,0,2,,,,,3,3,99999998,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,99999998,,,,,,,,,,,,,,,,
6604,5133,5,2017,108.8634764,0,0,0,0,0,0,0,0,0,0,0,0,72000,2,0,2,1,1,,,99999998,2,2,,,,,,2,,6,3,3,3,3,,,1,,,,4,2,1,1,2,,50,4,2,1,2,2,2,2,1,2,,0,2,,,,,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,99999998,99999998,1,99999998,,99999998,,2,2,
6605,1431,5,2017,638.2754533,0,0,0,0,0,0,0,0,0,0,0,0,50400,3,1,2,1,1,,,,2,2,,,,,,2,,1,2,4,4,5,,,2,2000,,,4,2,2,1,2,,99999998,,1,1,1,2,2,2,1,2,,0,2,,,,,3,3,6,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,99999998,,,,,,,,,,,,,,,,
6606,5021,5,2017,279.4191907,0,0,0,40800,0,0,0,0,0,0,0,0,91783.04167,1,0,1,0,1,,,,2,2,,,,,,1,1,2,99999998,5,3,5,,,2,3300,,,4,2,99999998,1,1,,99999998,,2,2,2,2,2,2,1,2,,0,,,1,1,99999998,3,3,99999998,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,
6607,633,5,2017,618.943596,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,2,2,,,,,,2,,2,3,4,4,3,,,2,3500,,,4,2,2,2,2,,99999998,,2,2,2,2,2,2,1,2,,0,1,1,,,,3,3,5,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6608,2829,5,2017,1092.531044,0,0,0,0,0,24000,0,0,0,0,0,0,44400,1,0,1,0,1,0,,,2,2,,,,,,1,1,2,3,3,4,4,,,2,3300,,,4,2,2,1,1,,40,4,2,1,2,2,2,2,1,2,,0,,,2,,,3,3,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6609,2877,5,2017,712.6827158,0,0,0,0,0,12000,0,0,0,14400,0,0,51200,2,0,2,1,1,-1,,,2,2,,,,,,2,,4,3,3,4,3,,,2,1900,,,4,6,8,4,2,,25,4,2,1,2,2,2,2,1,2,,1,2,,,,,3,3,5,2,2,2,1,1,1,99999998,1,2,2,1,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6610,,5,2017,655.72124,0,0,0,0,0,0,0,0,0,0,45600,24518,118718,2,0,2,2,0,5,,,2,2,,,,,,1,1,3,3,3,4,5,,,2,1000,,,4,4,8,4,2,,96,3,4,4,1,2,2,2,2,2,,1,2,,,,,3,2,5,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,5,4,,,,,,,,,,,,,,,
6611,2694,5,2017,909.4452102,0,0,0,0,0,0,0,0,0,156000,0,0,252944,2,0,2,1,1,,,,2,2,,,,,,1,2,2,1,3,1,2,,,3,,,,4,2,3,1,2,,35,4,1,1,2,2,1,2,1,2,,0,2,,,,,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,2,2,
6612,,5,2017,865.6075085,0,0,0,0,0,0,0,0,0,0,0,3398,58716,1,0,1,1,0,,,400000,2,2,,,,,,2,,3,4,5,4,3,,,1,,,,4,2,2,2,2,,50,4,3,3,2,2,2,2,1,2,,0,2,,,,,2,3,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,99999998,1,1,2014,99999998,320000,1,,,,,,,,2,2,
6613,3439,5,2017,1066.797896,0,0,0,0,0,0,0,0,0,0,0,0,51300,1,0,1,0,1,,,,2,2,,,,,,2,,2,99999998,5,4,5,,,2,1500,,,4,4,7,4,1,,80,4,4,4,2,2,2,2,2,2,,0,,,2,,,2,3,99999998,3,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,99999998,,,,,,,,,,,,,,,,
6614,5800,5,2017,234.1781722,0,0,0,0,0,0,0,0,0,0,0,40954,40954,1,0,1,1,0,,,,2,2,,,,,,2,,3,3,3,4,3,,,3,,,,5,,,,2,,99999998,,1,1,2,2,2,2,2,2,,0,1,1,,,,1,3,6,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,,,,,,,,,,,,,,2,2,
6615,,5,2017,497.4589012,0,0,0,0,0,0,0,0,0,0,0,0,174000,1,0,1,1,0,,,,2,2,,,,,,1,1,4,3,3,1,1,,,2,500,,,4,1,3,1,2,,70,2,3,2,1,2,1,2,1,2,,0,2,,,,,2,3,5,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,5,,,,,,,,,,,,,,,,
6616,,5,2017,240.5053239,0,0,0,0,0,0,0,0,0,0,0,6323.5,34923.5,1,0,1,0,1,,,,2,2,,,,,,2,,6,99999998,5,99999998,5,,,2,835,,,4,3,4,5,99999998,,99999998,,2,2,2,2,2,2,1,2,,0,2,,,,,3,3,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,99999998,,,,,,,,,,,,,,,,
6617,,5,2017,235.9303627,0,0,0,0,0,0,0,0,0,0,0,250,121250,2,0,2,1,1,,,,2,2,,,,,,1,1,1,2,4,2,3,,,3,,,,4,2,4,2,2,,90,4,4,4,2,2,1,2,2,2,,0,2,,,,,2,3,5,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,2,2,
6618,3503,5,2017,206.8691169,0,0,0,0,0,0,0,0,0,0,0,0,84300,1,0,1,0,1,1,,,2,2,,,,,,1,1,1,3,2,1,2,,,2,2300,,,4,3,8,99999998,2,,70,4,2,2,2,2,2,2,2,1,2,1,1,1,,,,2,3,5,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,,,
6619,,5,2017,416.1731482,0,0,0,0,0,0,0,0,0,0,0,4435.5,604657.9444,3,0,3,2,1,,500,1000000,2,2,,,,,,1,3,4,3,3,3,4,,,1,,,,8,,,,1,,150,3,5,5,2,2,2,1,3,2,,0,,,,,,2,3,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1982,99999998,100000,2,,,,,,,,2,2,
6620,,5,2017,1135.183829,0,0,1500,0,0,60000,0,0,0,0,0,0,61500,1,0,1,1,0,1,,,2,2,,,,,,1,1,2,3,3,4,3,,,2,3000,,,4,3,4,3,2,,70,4,3,2,2,2,2,1,1,1,2,1,2,,,,,2,3,5,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6621,,5,2017,876.4354106,0,0,0,0,0,0,0,0,0,0,0,0,78000,2,0,2,1,1,,,,2,2,,,,,,2,,2,3,2,2,2,,,2,1650,,,4,4,99999998,4,2,,30,4,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,3,1,2,2,2,2,2,99999998,1,2,2,2,2,2,2,2,2,1,99999998,2,2,99999998,,,,,,,,,,,,,,,,
6622,,5,2017,765.1272736,0,0,0,0,0,1500,0,0,0,0,0,15101,70601,3,1,2,1,1,,,620000,2,2,,,,,,2,,4,2,1,1,2,,,1,,,,4,2,5,3,2,,64,4,3,3,1,2,2,2,1,2,,0,2,,,,,2,3,5,3,1,2,1,1,2,99999998,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2015,6,450000,1,,,,,,,,2,2,
6623,2124,5,2017,228.3375019,0,0,0,0,0,0,0,0,0,0,0,0,20017.61667,1,0,1,0,1,,,,2,2,,,,,,2,,3,3,3,3,3,,,2,3500,,,4,3,4,3,2,,99999998,,4,3,1,2,2,2,2,2,,0,2,,,,,2,3,99999998,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,99999998,1,99999998,,,,,,,,,,,,,,,,
6624,4788,5,2017,555.5381298,0,0,0,0,0,0,0,0,0,0,0,0,12000,1,0,1,0,1,,,,2,2,,,,,,2,,4,3,3,4,5,,,2,1400,,,4,2,3,2,2,,99999998,,4,4,2,2,2,2,2,2,,0,2,,,,,2,3,99999998,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,99999998,,,,,,,,,,,,,,,,
6625,3925,5,2017,1186.098825,0,0,0,0,0,12000,0,0,0,0,0,0,64339.63636,1,0,1,0,1,1,,,2,2,,,,,,2,,2,3,3,4,3,,,2,2800,,,4,1,5,3,2,,80,4,3,3,2,2,2,2,1,2,,0,2,,,,,2,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,99999998,,,,,,,,,,,,,,,,
6626,3277,5,2017,547.0001069,0,0,0,0,0,0,0,0,0,0,0,10736,151136,3,1,2,1,1,,,,2,2,,,,,,1,1,1,2,4,2,2,,,2,2700,,,4,6,5,4,2,,70,3,2,2,2,2,2,1,1,1,2,1,1,1,,,,2,3,4,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,6,,,,,,,,,,,,,,,,
6627,,5,2017,858.7718432,0,0,0,0,0,0,0,0,0,0,26731,25871,52602,1,0,1,0,1,,,,2,2,,,,,,2,,2,2,4,4,3,,,2,2100,,,2,99999998,3,1,2,,99999998,,3,3,2,2,1,2,1,2,,0,2,,,,,2,3,1,2,2,2,1,2,2,99999998,2,2,2,1,2,1,2,2,2,2,1,1,2,99999998,,,,,,,,,,,,,,,,
6628,3735,5,2017,424.0751381,0,0,0,0,0,0,0,0,0,0,0,0,29517.075,1,0,1,1,0,,,,2,2,,,,,,2,,1,99999998,3,99999998,99999999,,,2,99999998,,,99999999,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,3315,5,2017,1334.639,0,0,0,0,0,0,0,0,0,0,0,0,216000,2,0,2,1,1,,,850000,2,2,,,,,,1,1,2,3,2,3,3,,,1,,,,4,2,4,3,2,,110,4,5,5,2,1,2,1,2,2,,0,2,,,,,2,3,5,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,99999998,1,1,2016,6,720000,1,,,,,,,,2,2,
6630,5807,5,2017,413.0539876,0,0,0,0,0,0,0,0,0,25000,0,4800,88300,1,0,1,0,1,,,,2,2,,,,,,2,,3,3,2,1,1,,,2,1100,,,4,5,8,4,2,,33,4,2,2,1,2,2,2,1,2,,1,,,,,,2,3,8,4,2,2,1,1,2,99999998,2,2,2,1,2,2,2,2,2,2,1,2,2,99999998,,,,,,,,,,,,,,,,
6631,,5,2017,766.546272,0,0,0,0,0,0,0,0,0,0,0,6312,188929,5,3,2,1,1,,,1500000,2,1,1,2,1,2,2,1,2,5,3,3,4,3,,,1,,,,4,2,3,2,2,,120,3,5,5,1,2,2,2,2,1,2,1,1,1,,,,2,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2010,5,99999999,,,,,,,,,2,2,
6632,,5,2017,1102.675025,0,0,0,0,0,0,0,0,0,0,0,0,36000,2,0,2,1,1,,,,2,2,,,,,,1,1,5,2,2,3,5,,,2,7000,,,8,,,,2,,140,3,5,4,2,2,1,1,4,1,2,0,1,1,,,,1,3,6,4,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,,,
6633,,5,2017,979.4637405,0,0,0,0,0,0,0,0,0,0,0,0,60000,1,0,1,1,0,,,,2,2,,,,,,1,1,1,3,3,4,5,,,2,3700,,,4,1,7,5,2,,60,4,3,3,2,2,2,2,1,1,2,2,1,1,,,,1,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,2,2,7,,,,,,,,,,,,,,,,
6634,,5,2017,754.6014746,0,0,0,0,0,0,0,0,0,0,0,21241.5,25038.22727,1,0,1,1,0,,,,2,2,,,,,,1,1,1,3,3,4,3,,,2,2000,,,4,4,4,3,2,,90,4,3,2,1,2,2,2,1,2,,0,2,,,,,2,3,6,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6635,,5,2017,780.3459589,0,0,0,0,0,0,0,0,0,0,0,1175,256175,3,1,2,1,1,,,1400000,2,2,,,,,,1,2,3,2,1,1,1,,,1,,,,4,4,9,4,2,,100,3,4,4,1,2,2,2,2,1,2,2,1,1,,,,1,1,4,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,10,1,2,2015,2,1000000,1,,,,,,,,2,2,
6636,1574,5,2017,724.3698372,0,0,0,0,0,0,0,0,0,0,0,14153,25617,2,0,2,0,2,,,2000000,2,1,1,2,1,2,2,1,1,4,2,4,2,2,,,1,,,,6,,,,2,,99999998,,5,2,1,1,1,2,4,1,2,0,1,2,,,,1,3,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,9,1,1,2009,4,1700000,1,,,,,,,,2,2,
6637,,5,2017,243.0064716,0,0,0,0,0,0,0,0,0,0,0,0,180000,2,0,2,1,1,,,,2,2,,,,,,1,1,4,3,3,2,2,,,2,3400,,,4,2,3,2,2,,75,3,3,2,1,2,2,2,2,1,2,0,2,,,,,2,3,4,3,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,,,,,,,
6638,1102,5,2017,400.7943601,0,0,0,0,0,0,0,0,0,0,0,0,234000,2,0,2,1,1,,,,2,2,,,,,,1,1,3,1,2,2,2,,,2,3500,,,8,,,,2,,60,4,3,3,2,2,2,2,2,2,,0,2,,,,,2,3,4,2,2,2,1,2,2,2,2,2,99999998,2,2,2,2,1,2,1,2,1,1,8,,,,,,,,,,,,,,,,
6639,5452,5,2017,269.1064191,0,0,0,0,0,0,0,0,0,0,0,22566,132310,1,0,1,1,0,,,900000,2,2,,,,,,1,1,6,3,3,1,2,,,1,,,,4,3,4,3,2,,70,4,3,1,2,2,2,2,1,2,,0,2,,,,,2,3,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1999,99999998,108000,2,,,,,,,,2,2,
6640,864,5,2017,400.4551841,0,0,0,0,0,0,0,0,0,0,0,28177.33333,58777.33333,1,0,1,0,1,,,,2,2,,,,,,1,1,1,3,2,3,3,,,2,2500,,,8,,,,2,,50,4,2,1,2,2,2,2,1,1,2,0,1,1,,,,2,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6641,,5,2017,805.6768424,0,0,0,0,0,0,0,0,0,0,0,0,80362,4,2,2,1,1,,,99999998,2,2,,,,,,2,,1,2,2,2,2,,,1,,,,4,3,5,4,2,,90,4,4,4,2,2,2,2,2,2,,1,2,,,,,2,3,2,3,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,99999998,1,1,2015,1,99999998,,,,,,,,,2,2,
6642,,5,2017,362.7024778,0,0,0,0,0,0,0,0,0,19200,0,3141.666667,76441.66667,3,1,2,1,1,3,,1200000,2,2,,,,,,2,,4,2,2,2,2,,,1,,,,4,3,3,2,2,,65,4,3,2,1,2,2,2,2,2,,0,2,,,,,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2014,5,900000,1,,,,,,,,2,2,
6643,,5,2017,836.7566511,0,0,0,0,0,0,0,0,0,0,0,31324,115678,2,0,2,1,1,,,,2,2,,,,,,2,,2,99999998,3,99999999,5,,,2,2300,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,
6644,,5,2017,898.1066199,0,0,0,0,0,0,0,0,0,0,0,43668,43668,1,0,1,0,1,,,,2,1,1,2,1,2,2,2,,5,3,3,99999998,2,,,2,4000,,,4,4,8,4,2,,95,4,5,5,1,1,2,2,3,1,2,2,1,1,,,,1,3,6,2,2,2,1,2,2,99999998,1,2,2,1,2,1,2,1,2,1,1,2,2,6,,,,,,,,,,,,,,,,
6645,,5,2017,615.3821899,0,0,0,0,0,0,0,0,0,19200,0,1672,55872,4,1,3,1,2,3,,,2,2,,,,,,2,,5,1,2,2,2,,,1,,,,4,2,4,2,2,,100,4,4,3,1,2,2,2,3,1,1,1,2,,,,,1,3,1,3,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,3,,,,,,,,,,,,,2,1,
6646,5810,5,2017,445.9531882,0,0,0,0,0,6000,0,0,0,0,0,106.25,150106.25,2,0,2,1,1,,,,2,2,,,,,,1,2,6,3,3,2,2,,,2,3200,,,8,,,,2,,70,4,3,3,2,1,2,2,1,2,,0,1,1,,,,2,3,7,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,,,
6647,,5,2017,523.2554872,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,0,1,1,0,,,,2,2,,,,,,1,1,1,3,3,3,3,,,2,3500,,,4,4,4,3,2,,80,4,3,2,2,2,2,2,2,2,,0,2,,,,,2,3,6,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,99999998,,,,,,,,,,,,,,,,
6648,,5,2017,583.87769,0,0,0,0,0,0,0,0,0,0,0,0,76800,1,0,1,0,1,,,,2,2,,,,,,2,,1,2,2,3,5,,,4,,,,1,1,1,1,1,,34,4,1,1,2,2,2,2,1,2,,0,,,2,,,2,3,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6649,,5,2017,556.5002399,0,0,0,43200,0,0,0,0,0,0,0,9846.333333,214746.3333,2,0,2,1,1,,,,2,2,,,,,,1,2,4,99999998,3,3,3,,,1,,,,4,4,4,3,2,,67,3,3,3,2,2,2,2,2,2,,0,2,,,,,2,3,2,2,2,1,2,1,2,99999998,1,2,2,1,2,2,2,2,2,2,2,2,2,5,3,,,,,,,,,,,,,2,2,
6650,,5,2017,527.9246674,0,0,0,0,0,0,0,0,0,0,0,1800,176800,3,1,2,1,1,3,,1500000,2,2,,,,,,1,1,3,2,3,3,3,,,1,,,,1,2,3,3,1,,85,3,3,3,2,2,2,2,2,1,2,1,,,2,,,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,1,1,2016,6,1200000,1,,,,,,,,2,1,
6651,,5,2017,434.9354298,1200,0,0,0,0,0,0,0,0,0,0,11531.91667,42731.91667,3,1,2,1,1,4,,,2,2,,,,,,2,,3,2,3,2,1,,,2,2500,,,4,4,4,3,2,,40,2,2,2,2,2,2,2,1,2,,1,2,,,,,2,3,4,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,9,,,,,,,,,,,,,,,,
6652,,5,2017,305.0809374,0,0,0,0,0,0,0,0,0,0,0,4164.166667,248964.1667,5,3,2,1,1,,,1300000,2,2,,,,,,1,1,3,2,2,2,3,,,1,,,,4,2,3,2,2,,100,3,4,4,1,1,2,2,2,1,2,1,1,1,,,,2,3,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,7,1,1,2015,3,1110000,1,,,,,,,,2,1,
6653,,5,2017,465.159564,0,0,0,0,0,0,0,0,0,0,0,125,81125,4,1,3,1,2,,,,2,2,,,,,,1,1,2,4,3,4,3,,,2,5300,,,4,4,23,5,2,,130,3,5,4,1,1,2,1,3,1,1,3,1,1,,,,1,3,4,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,,,
6654,5643,5,2017,220.9228597,0,0,0,0,0,0,0,0,0,0,0,0,100800,1,0,1,1,0,,,,2,2,,,,,,1,1,2,1,3,2,3,,,3,,,,2,1,2,1,1,,70,4,2,2,2,2,1,1,1,1,2,0,,,1,1,30,2,3,6,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,2,2,
6655,2809,5,2017,220.3341264,0,0,0,0,0,13000,0,0,0,0,0,0,67000,1,0,1,1,0,,,,2,2,,,,,,1,1,4,2,3,1,1,,,2,1500,,,5,,,,2,,180,2,5,1,1,2,1,1,3,1,2,0,1,1,,,,2,3,4,3,2,2,1,2,2,2,2,2,1,99999998,2,2,2,1,2,1,2,2,2,7,,,,,,,,,,,,,,,,
6656,859,5,2017,654.4263949,0,0,0,0,0,0,0,0,0,0,0,0,216000,1,0,1,1,0,1,,,2,2,,,,,,1,1,4,1,1,2,2,,,2,3100,,,4,2,2,2,2,,58,2,2,2,1,2,2,2,1,2,,0,1,1,,,,3,3,6,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,,,,,,,,,,,,,,,
6657,2290,5,2017,642.6824335,0,0,0,0,0,0,0,0,0,0,0,9967.833333,237967.8333,3,1,2,1,1,,,,2,2,,,,,,1,2,3,2,3,1,2,,,3,,,,4,1,1,1,2,,30,4,2,1,2,2,2,2,1,2,,0,2,,,,,2,3,99999998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,,,,,,,,,,,,,,2,2,
