Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,MezahePrat,Leom,YachasKirvaKalkali,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetLoYodea,K_SemelMiktzLim1,K_SemelMiktzLim2,K_sug_mosad,K_ShnLimKlali,K_SafaIkarit,K_SfatEm,bmi,Dat1,DatAteist1,DatiutLoYehudi1,DatiutYehudi1,Gil1,Mazav1,MisparMeshivP1,Yachas1,NifkadGalKodemH1,MaonGan1,MaonGanYesodi1,BateySeferLamad1,BSYsh1,IvritDibur1,IvritKria1,IvritKtiva1,Kita1,KriaHanaa1,limudim1,MiktzLim1Asakim1,MiktzLim1MadaeiHevra1,MiktzLim2Asakim1,MiktzLim2MadaeiHevra1,TeudaEretz1,TeudaGvoha1,BeayaBriut1,BeayaMafria1,KoshiHalicha1,KoshiLehitrachetz1,KoshiLevush1,KoshiMB1,KoshiReia1,KoshiShmia1,KoshiZikaron1,MatzavBriut1,K_Gova,K_Mishkal,MisparAv,MisparEm,MisparAchrai,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,ShaotBdk,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,HaimMemune,HaimMenahel,ImutAnaf1,ImutAnafAgaf1,ImutMishlach1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,KamaKfufim1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,ShanaAzmai,Avad12Hodashim,BrutoSachir,AchnBruAvodKodem1,BrutoAzmaiShnati1,kamaAvadNYch,RechevChevra1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,bituach1,misparhodashimbituah1,schumbituach1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePratMeAvoda,Tlush1,Ofen_Mehush1,HashavAni1,KamaAvaddY1
5610,6,2018,4,444.44227195,,05-07732-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4345,6,2018,4,502.18572056,,05-07737-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,3,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5612,6,2018,5,489.07664641,,05-07746-05,1,2,0,0,1,0,0,1,0,0,4,,2,6,1,1,,1,,,,35,1,,2,1,,,1,,,,,,2,1,,,,,1,4,1,2,1,1,1,1,1,1,1,2,4,99999998,,,,1,1,2,55,I,,3,,2,,,,,,,,1,1,,1,5,55,,0,,2,,,,,,,,,11,,,,12,6289,5000,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,61289,2,,4,
6706,6,2018,2,416.45356433,,05-07747-02,1,1,0,0,1,0,0,0,0,0,9,,1,6,1,1,21.383941996,1,,,5,33,1,,2,1,,,1,,,,,,4,1,,,,,1,4,2,,,,,,1,1,1,1,6,5,,,,1,1,2,40,Q,,2,,2,,,,,,,,2,1,,1,3,40,,0,,3,,,,,,,,,0,,,2018,12,4500,0,54000,12,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,108000,2,1,2,
4359,6,2018,2,625.37059239,,05-07761-02,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4366,6,2018,4,278.34711531,,05-07775-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,3,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4372,6,2018,5,277.07615435,,05-07786-05,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5617,6,2018,5,363.2443791,,05-07789-05,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,2,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4383,6,2018,5,583.6620072,,05-07805-05,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4385,6,2018,3,460.04464766,,05-07811-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4388,6,2018,6,519.09440983,,05-07816-06,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4398,6,2018,3,339.74753344,,05-07837-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4401,6,2018,6,251.07046757,,05-07840-06,1,2,0,0,1,1,0,0,0,0,10,,2,6,1,1,23.120623596,1,,,,31,1,,2,1,,,1,,,,,,2,2,,,,,1,4,2,,,,,,1,1,1,2,6,7,,,,1,9,2,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,12,16000,0,0,12,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,192000,2,,3,
4401,6,2018,7,246.2393048,,05-07840-07,1,2,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,6,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4404,6,2018,4,278.34711531,,05-07849-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4417,6,2018,3,620.1712199,,05-07864-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,2,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4422,6,2018,5,413.24191086,,05-07870-05,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4424,6,2018,3,530.13223821,,05-07872-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4428,6,2018,4,386.22811757,,05-07883-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6687,6,2018,2,312.94556215,,05-07909-02,1,2,1,0,1,0,0,0,0,0,10,,1,6,1,3,26.12244898,1,,,,31,1,,2,1,,,1,,1,1,1,,3,1,,,,,1,4,2,,,,,,1,1,1,1,7,9,,,,1,1,2,45,,,,,1,1,1,1,1,,,,1,1,7,1,5,45,,0,,,,,,,,,,,0,,,,12,30000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,360000,2,,4,
6687,6,2018,3,304.46805512,,05-07909-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,4,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6687,6,2018,4,304.46805512,,05-07909-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4453,6,2018,4,521.75718995,,05-07924-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6770,6,2018,2,819.77420728,,05-07951-02,1,2,0,0,1,0,0,0,0,0,5,,4,5,1,1,,1,,,,33,1,,2,1,,,1,,,,,,2,2,,,,,1,4,2,,,,,,1,1,1,1,6,99999998,,,,1,1,2,38,N,,2,,2,,1,1,1,,,,1,1,,1,5,38,,0,,,,,,,,,,,0,,,,12,9200,0,0,12,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,500,110900,2,,4,
6770,6,2018,3,709.80639345,,05-07951-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,4,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,2,1,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4473,6,2018,2,677.56463593,,05-07954-02,1,2,0,0,1,0,0,0,0,0,,,,4,1,1,23.038752363,1,,,,30,1,,2,1,,,1,,,,,,1,1,,,,,,2,2,,,,,,1,1,1,1,8,8,,,,1,1,2,50,O,,5,,2,,1,1,1,,,,1,1,,1,5,50,,0,,,,,,,,,,,0,,,,12,12000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,144000,2,,4,
5636,6,2018,3,481.26428457,,05-08049-03,1,2,1,0,1,0,0,0,0,0,8,,,6,6,6,,1,,,,38,1,,2,1,,,1,,1,2,2,,2,1,,,,,2,5,2,,,,,,1,1,1,1,5,99999999,,,,3,1,2,998,Q,,2,,2,,1,1,1,,,,1,1,,1,5,998,1,0,,,,,,,,,,,0,,,,12,33648.416667,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,403781,2,,4,
4572,6,2018,4,278.34711531,,05-08143-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4593,6,2018,4,806.20849456,,05-08179-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6142,6,2018,7,541.15605699,,05-08188-07,2,3,0,0,0,0,0,0,0,0,,,,,,,,3,,,,1,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4615,6,2018,3,792.35112937,,05-08232-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4633,6,2018,2,470.46550027,,05-08266-02,1,3,1,0,1,0,0,0,0,0,,,,5,1,6,,1,,,,60,2,,3,1,,,1,,1,1,1,,2,1,,,,,,2,2,,,,,,1,1,2,2,99999998,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,
4664,6,2018,9,231.94316826,,05-08341-09,2,3,0,0,0,0,0,0,0,0,,,,,,,,3,,,,2,,4,5,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,4,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6149,6,2018,4,73.185830343,,05-08367-04,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,15,,2,5,2,,,,1,,,,9,2,2,,,,,,,2,,,,,,1,1,1,1,6,7,,,2,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4684,6,2018,4,552.83227793,,05-08381-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4685,6,2018,3,525.52764953,,05-08383-03,1,2,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4687,6,2018,5,419.4678218,,05-08388-05,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,2,1,1,3,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4688,6,2018,4,454.05450345,,05-08390-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4689,6,2018,4,364.01617783,,05-08393-04,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6403,6,2018,3,524.53857771,,05-08400-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4694,6,2018,2,701.54204243,,05-08408-02,1,3,0,0,1,0,0,1,0,0,5,15,1,5,1,1,21.707923392,1,,,,26,5,,15,1,,,1,,,,,,3,2,,,,,,2,2,,,,,,1,1,1,1,5,5,,,,1,1,2,40,M,,1,,2,,1,1,1,,,,1,1,,1,5,40,,0,,,,,,,,,,,0,,,,12,11500,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,138000,2,,4,
4708,6,2018,3,516.23067434,,05-08439-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4853,6,2018,4,402.45903698,,05-08698-04,1,3,1,0,1,0,0,0,0,0,,,,5,1,3,25.697069943,1,,,,30,1,,13,1,,,1,,1,1,1,,5,1,,,,,,3,2,,,,,,1,1,2,1,8,10,,,,1,1,2,50,,,,,2,,1,1,1,,,,1,1,,1,6,50,,0,,,,,,,,,,,0,,,,12,11169.25,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,134031,,,1,
6160,6,2018,3,424.79917166,,05-08708-03,3,3,0,0,0,0,0,0,0,0,,,,,,,,5,1,,,1,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5695,6,2018,4,562.96667965,,05-08713-04,2,3,0,0,0,0,0,0,0,0,,,,,,,,99999998,,,,1,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4866,6,2018,3,682.26182179,,05-08726-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6165,6,2018,2,572.34306268,,05-08864-02,1,2,1,0,0,0,0,0,0,0,,,,3,3,3,17.632653061,1,,,,36,1,,2,2,,,1,,2,2,2,,4,1,,,,,,2,2,,,,,,1,1,1,1,7,3,,,,1,1,2,50,S,,5,,2,,,,,,,,1,2,,,6,50,,0,,1,,,,,,,,,0,,,,12,0,0,53188,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,53188,,2,4,
6165,6,2018,3,478.6941348,,05-08864-03,2,2,0,0,0,0,0,0,0,0,,,,,,,,99999998,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4968,6,2018,3,475.33715472,,05-08903-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,3,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4975,6,2018,2,507.67559131,,05-08916-02,1,2,1,0,0,0,0,0,0,0,,,,6,3,3,32,1,,,,80,1,,2,2,,,1,,4,4,4,,4,1,,,,,,3,1,2,3,1,1,3,2,1,1,3,2,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
5732,6,2018,3,431.14707498,,05-08986-03,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5007,6,2018,6,589.6640687,,05-09002-06,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6589,6,2018,12,872.98040361,,05-09030-12,1,1,1,0,0,0,0,0,0,0,,,,6,1,5,25.259515571,1,,,,24,1,,2,1,,,1,,1,1,1,,4,2,,,,,,1,2,,,,,,1,1,2,1,6,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,
6589,6,2018,13,740.26615213,,05-09030-13,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,9,3,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,1,99999998,99999998,12,9,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6734,6,2018,5,855.45637085,,05-09033-05,1,2,0,0,1,0,0,0,0,0,5,,4,5,1,1,25.249337205,1,,,,28,5,,2,1,,,1,,,,,,3,2,,,,,1,4,2,,,,,,1,1,1,1,7,9,,,,1,1,2,35,P,,1,,1,1,2,,,,,,1,1,4,1,5,35,,0,,2,,,,,,,,,0,,,,12,7500,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,90000,2,,4,
